left_id	left_texts	right_id	right_texts	label
464123	без заработный какой на отпуск плата сохранение срок	501334	о отчетность прослеживать товар	0
497478	заверять заполнять как книжка трудовой	497425	вкладыш выдача заполнение книжка при пример трудовой	0
497141	график за нарушение план срок утверждение штраф	498597	абонемент в клуб проводка продажа фитнес	0
484733	военнообязанный список	496915	в в делать договор запись книжка ли мобилизация нужно о приостановление с связь трудовой трудовой	0
482873	01 07 2021 на образец с с услуга фактура	504540	минимум прожиточный ульяновск	0
486122	без ипать касса квитанция на образец патент	474811	1 2022 в год зарабатывать и изменение ипать каждый касаться который март обширный организация охрана работодатель с сфера труд	0
500310	в возмещение обеспечительный платеж счет ущерб	511400	2021 в год лист месяц на путевой	0
497109	2020 график детализация на план	502214	командировка однодневный подотчет при при	0
497108	без в график заключать закупка контракт план размещение	501033	компенсация питание при работа разъездной характер	0
467032	по подготовка предпродажный расход товар усна	496791	больничный выплата лист размер	0
496976	в декларация какой можно по сдавать срок течение усна уточнять	467660	взыскание неустойка по приказ судебный	0
503982	в доход и расход рф ставка субъект усна	497478	гост заверение книжка копия трудовой	0
497096	44 график единица план по по товар фз	491181	административный отпуск сзв стаж	0
497141	график за нарушение план штраф	497141	2021 44 в год график за несвоевременный ответственность план по размещение фз	1
470080	бухгалтерский для контрагент отчетность проверка состав	497138	в вносить график день до за изменение календарный необходимо один план то	0
496372	банкротство доверенность должник от	497121	график ждать план после публикация сколько	0
402433	перерасход по подотчет	496664	арендовать как на помещение расход ремонт учитывать	0
503982	доход москва по по расход ставка усна	501843	223 аренда в договор заключение с соответствие фз	0
497135	в высвобождение график план экономия	479780	ипать кассовый книга на у усно	0
501393	на некоммерческий образец организация политика усна учетный	506665	карточка личный спецодежда учет	0
480225	единый как налоговый открывать счет	501058	компенсация ндфл при увольнение	0
496791	больничный зарплата лист по размер	497140	в график ли нужно обосновывать план сгозы	0
497138	в график изменять как окпд2 план	501058	в за компенсация ндфл неиспользованный отпуск с связь увольнение	0
503982	доход минус расход расход ставка усна учет	478798	аванс в на не платежный поручение счет указывать фактура	0
476456	заполнение инструкция накладная по транспортный	497478	заверение запись книжка при трудовой	0
486122	аренда в должный земельный ипать касса ли при применять сдача участок	497143	в внесение график день закупка изменение какой можно на план после публиковать	0
497986	доход ипать минус на работник расход с усна учет	498785	дебиторский задолженность на образец приказ списание	0
497143	в внесение график изменение план случай	501334	отчет по прослеживать ти	0
497766	декларация как корректировочный ндс оформлять по	497425	в вкладыш заполнение книжка книжка трудовой трудовой	0
463876	мораторий на налоговый плановый проверка	504542	камчатский край мрот	0
502336	земельный ндфл при продажа участок физ	482476	в госпошлина суд	0
497771	декларация еаэс ндс нулевой	501997	патент сколько стоить	0
497986	доход ипать минус нд по расход усна	497986	1с ипать как на на программа расход списывать усна	1
497138	график записка изменение на план	497143	в график изменение план формирование	0
511400	в день или каждый лист месяц можно на один путевой	500310	обеспечительный платеж получать	0
496664	арендатор на проведение разрешение ремонт	497101	ведение график и план порядок утверждение	0
497108	в график заказчик заключать контракт нет план позиция хотя	470080	контрагент проверка способ	0
501334	быть компания новый отчет по прослеживаемость сдавать	482207	15 6 коап	0
497997	ответственность при страхование усна	479106	1 8 в договор как ке проводить с ученический	0
497101	2020 44 график на о план по постановление правительство фз формирование	479778	2022 в кассовый книга	0
491186	в гпх сзв стаж	497858	аванс алименты быть выдавать зарплата	0
497478	заверять как книжка образец трудовой	497138	в внесение график закупка извещение изменение когда можно о план после проведение публиковать	0
501334	об операция отчет прослеживать с товар	500310	аренда в налог обеспечительный передача платеж при	0
501762	больничный лист оплата пилотный проект срок	497096	20 c год график план	0
466031	2 3 n n выполнение заполнение и кс кс не предусматривать при работа сила собственный строительный форма	496372	банкротство в дебитор дело доверенность на от представление	0
473277	га имущество ипать на налог усна	500310	аренда валютный контроль обеспечительный платеж по по	0
497121	в график добавление закупка извещение можно план после размещать сколько через	496976	1 декларация квартал срок усна	0
497110	график закупка наименование отличаться план т	497221	2022 в взнос год за ипать себя срок	0
497121	10 график день ждать не нужно план	497478	заверять как книжка последний страница трудовой	0
511400	лист оформление путевой срок	482476	госпошлина за залог регистрация	0
497478	заверять как книжка копия образец правильно трудовой	465392	1 5 в вычет год до мама на отпуск ребенок	0
483732	2022 3 4 за квартал отчет фсс	497538	заводить иностранец книжка ли на нужно трудовой	0
475599	01 03 2022 в ввод действие и инструкция об образец охрана по приказ с труд утверждение	497124	график какой на период план	0
497143	01 07 19 в внесение график изменение план порядок с	503720	2022 взнос для ипать размер страховой	0
428126	больничный для калькулятор стаж	498821	декларация и налог подача срок уплата усна юрлицо	0
497969	15 при расход т усна	496725	больничный для дневной заработок как рассчитать средний	0
474811	2022 год новый охрана труд что	500554	белгородский закон налог о область транспортный	0
464120	без зарплата как отпуск оформлять сохранение	493407	в вносить договор как контракт реестр	0
498821	налог срок уплата усна	491512	44 единственный закон извещение отмена по поставщик у фз	0
501393	2022 нко политика усна учетный	497104	график документ к какой крепиться план	0
497138	d внесение график изменение основание план	491186	гпх сзв стаж	0
463100	если инвалид к нсипз работник скидка тариф	497102	2021 44 бюджет в в год график как план по проект создавать фз электронный	0
498821	2022 год за срок уплата усна	500903	водоотведение воздействие на негативный работа система централизованный	0
497096	2022год график на план формирование	477230	54 фз	0
497096	в вносить график как план проектный работа	482207	13 14 коап	0
497478	выдавать книжка копия сотрудник трудовой	497117	в график квр план	0
418615	2020 6 переоценка фсба	503982	доход минус по расход ставка строительство усна	0
496996	в доверенность интерес на организация от представление суд	497340	единый на отец получение пособие право при ребенок рождение	0
497121	в график пандемия план размещение срок условие	487291	ипать на патент регистрация	0
494803	15 доход ипать как ндфл определяться совокупный	500756	изменение курсовой по разница	0
494803	15 ндфл пеня	472632	доход криптовалюта отчетность по по	0
497642	куда лицо о персонифицировать сведение сдаваться физический	495435	договор коллективный кто обязывать составлять	0
467957	в в дело истец о общий отсутствие рассмотрение суд ходатайство юрисдикция	481244	вычет обучение ребенок социальный	0
471767	безопасность инструктаж ли по повторный пожарный проводиться	497478	книжка копия кран трудовой	0
483510	в в изменение мобилизация рф с связь тк	494805	15 2022 в кбк ндфл по	0
466773	518 мониторинг налоговый приказ	482698	в выставка об образец приказ участие	0
466767	ли мониторинг на налоговый обязательно переходить	500310	в налоговый обеспечительный платеж учет	0
499816	в рыбный учет хозяйство	479778	кассовый книга сколько храниться	0
482702	бухучет в выставка за ндс при рубеж участие	441216	выплата гпх по пояснение рсв	0
500310	начисление обеспечительный платеж	476458	доставлять ли накладной нужный поставщик при товар транспортный это	0
497771	бумажный декларация на ндс носитель нулевой по	402433	неиспользованный подотчетный сумма удержание	0
498821	налог новый срок уплата усна	477249	без ипать ккт мочь не персонал применять	0
497478	заверять книжка продолжать работать трудовой	497858	аванс алименты или нет с удерживаться	0
496725	больничный день из исключать оплата период при расчетный	496791	больничный какой оплачиваться размер	0
481437	заявление ипать на регистрация форма	501762	больничный за оплата оплата работодатель срок счет	0
494367	01 08 2021 it аккредитация компания с	497477	бумажный в запись книжка трудовой	0
497766	7 декларация ндс не отражать раздел уточнять	497495	мобилизация оплата частичный	0
479106	договор от отрыв производство с с сотрудник ученический	496736	бланк декларация доход на усна	0
497858	аванс алименты ли нужно с удерживать	476782	бух по продукция сертификация услуга учет	0
497101	график о план постановление	497478	для заверять загранпаспорт книжка копия ли трудовой	0
497969	нк расход усна	482702	бухгалтерский выставка германия для из образец проводка товар	0
498597	бухгалтерский и клуб налогообложение учет фитнес	497992	аванс доход над по превышение расход расчет усна	0
476455	заполнение накладной пример транспортный экспедитор	497121	график до извещение от план срок	0
483732	2022 3 4фсс за квартал	497121	2020 график ждать план сколько	0
497997	как кредит сбербанк страхование усна учитывать	482476	госпошлина за ипотека регистрация	0
502213	взнос командировка однодневный страховой	497425	в вкладыш запись книжка номер трудовой	0
497506	дополнительный мобилизация на работа соглашение	473277	имущество ипать на на налог усно	0
482698	в выставка на расход смета участие	498599	на на налог при прибыль расход расчет спорт учитывать	0
498598	в взнос за оплата расход с страховой учитываться фитнес	497143	в внесение график изменение план после размещеияизвещеия срок	0
496664	аренда в взять объект ремонт	502312	больничный выплата лист ндфл оплата при срок	0
497143	в график закупка изменение план после размещение срок	495742	000 300 в взнос доход ипать на патент руб с свыше	0
497138	график извещение изменение когда план после публиковать	512461	енп или о платежок уведомление хорошо что	0
497425	в вкладыш выдача запись книжка при трудовой	500310	аренда в обеспечительный оплата платеж счет	0
502336	земельный ндфл при продажа уплата участок	497121	1 23 93 график и контракт п план по размещение срок ст ч	0
476746	10 ндс продажа с товар	497143	график ед закупка можно план после поставщик публикование размещать сколько у через	0
497138	в внесение график изменение план рок	465392	в вычет декрет на ребенок сотрудник	0
494342	алкогольный выставка для закупка продукция	497121	график опубликование план срок	0
496725	больничный день календарный лист начисление период при расчетный число	483734	2022 9 декларация единый за месяц упрощенный	0
497986	ипать момент на по признание расход усна	500756	2022 в в валюта курсовой налоговый покупка при разница учет	0
497503	в в кодирование мобилизация о приказ с связь табель	496219	апостиль	0
483732	2022 4 9 месяц фсс	497138	в в вносить график изменение какой можно план срок	0
497148	бюджет в график закупка особый план через электронный	497425	в в вкладыш запись книжка трудовой	0
498785	дебиторский задолженность незначительный о приказ списание	497969	закрытый перечень при расход связь усна	0
467643	а взыскание о отсутствовать претензия санкция требование штрафной	500816	знак маркировка молочный продукция честный	0
497478	декретница заверение книжка трудовой	497425	в вкладыш заканчиваться книжка трудовой	0
497766	декларация ндс по составление уточнять	497766	допы лист ндс по уточненка	1
497134	в график план снимать экономия	494805	15 ндфл образец пеня платежный по поручение уплата	0
497143	график извещение план после публикация публикация	463876	мораторий на налоговый плановый проверка	0
484859	21 в декларация код ндс по пример	479077	3 в гпд как отражать по рабоников раздел рсв	0
479778	вести два как кассовый ккм книга наличие при	497139	график изменение основание план позиция	0
476746	10 какой ндс товар	494342	выставка по расход рекламный	0
476782	консалтинговый по продукция сертификация услуга	497986	1 доход ипать как минус посчитать расход усна	0
497992	аванс брать в доход доход минус покупатель расход усна	497766	в гтд корректировка ндс	0
499884	вычет инвестиционный ниокрый по	500239	заполнение оддс по порядок фсба	0
498599	возврат за и как налог получать спорт фитнес	474597	для естественный норма песок убыль	0
500554	07 09 2008 33 n г закон москва налог о от транспортный	497478	3 глава книжка копия трудовой	0
497121	в время график заказчик который план публиковать течение	479076	без должный ипать ли нулевой работник рсв сдавать	0
479778	год за кассовый книга прошивание	502312	больничный выплата когда ндфл платить с	0
496736	2022 декларация за по усна	402433	заявление об подотчетный сумма удержание	0
500814	маркировка обязательный товар	502214	командировка однодневный отличие	0
502214	1 в день командировка	476458	для доставка накладной подтверждение транспортный	0
497858	аванс алименты перечисление с	497478	заверять книжка копия предыдущий работодатель трудовой	0
497115	график план филиал	503982	доход область расход ростовский ставка усна	0
497969	включаться не перечень по расход упрощенка	501392	и патент политика совмещение усна учетный	0
502312	больничный когда лист ндфл платить с	494805	13 15 как кбк на ндфл перекидывать платеж по по ставка	0
501997	патент сколько стоить	494803	15 дивиденд ндфл	0
496976	декларация камеральный на проверка срок усна	500816	для знак молочный продукция честный	0
497141	в график еис за закупка неразмещение ответственность план	502336	3 год земельный ндфл продажа участок	0
497142	в график еис занести как план	2866	в в график еис какой план размещаться срок	0
498599	2021 в год на налоговый расход с сотрудник учет фитнес	497101	график методический план рекомендация	0
494803	15 договор заем ндфл по прощать с сумма	480098	документ ниокрый первичный	0
497986	ипать на расход усна	497096	2021 в год график заполнение избегать на ошибка план помогать	0
503982	доход минус расход республика ставка усна	497102	44 график закупка как план по размещать утверждать фз	0
478798	аванс выписывать ли можно на по поступление счет фактура	497121	44 график извещение план срок фз	0
497506	договор дополнительный ли мобилизация на нужно о оформлять период приостановка соглашение трудовой	479039	заем от по срок учредитель	0
497096	график план работа с	497857	алименты доход ипать ли платить с	0
497477	бумажный заводить книжка трудовой	497857	алименты доход после с увольнение	0
506665	заполнение карточка личный образец по спецодежда	500729	валюта курсовой положительный при продажа разница	0
502336	земельный лицо налог продажа с участок физический	472619	для доход инвестиция криптовалюта налог расчет с	0
497769	восстановление декларация надо ндс подавать при	496976	год декларация за срок усна	0
497992	аванс доход минус расход ставка усна	497477	бумажный заведение книжка трудовой	0
497101	01 график как октябрь оформлять план с	498812	давность задолженность исковой истекший кредиторский ндс по с списывать срок	0
467957	в в гражданский дело истец о общий отсутствие рассмотрение суд ходатайство юрисдикция	494803	15 в ндфл поменять сотрудник	0
491501	93 в вносить график закупка ли нужно план по ст	497121	в внесение график извещение опубликование план после срок	0
497141	в график ошибка план	503982	7 доход минус по расход спб ставка усна	0
497766	к ндс по пояснительный уточненка	465392	администратвный в вычет отпуск стандартный	0
497478	книжка копия кран трудовой	496664	арендатор за офис ремонт счет	0
481245	вычет как на налоговый получать спорт	497118	2020 2021 в график доводить лимит на план при утверждение	0
482207	15 25 коап	495435	быть договор коллективный ли обязывать	0
497138	1279 2020 в в вносить год график изменение какой на план постановление случай согласно	502211	6 командировка компенсация ндфл однодневный	0
474811	2022 год изменение охрана труд	497132	44 график ли нужно нулевой план по размещать фз	0
486122	ипать касса ли машина нужный продавать физлица	482702	бухгалтерский в выставка участие учет	0
497478	для книжка копия трудовой фсс	499887	на ниокрый расход списание	0
494805	15 кбк ндфл не правильно указывать	402433	быть если не подотчет	0
498599	абонемент на налог налог спорт	498782	безнадежный дебиторский задолженность ндс	0
497142	2020 44 график закупка план по размещать сформировывать утверждать фз	497766	доначисление и корректировка ндс пошлина	0
494803	15 доход как ндфл определяться пример совокупный	497121	44 график закупка когда можно план размещать фз	0
498227	6 ос переоценка фсба	497096	год график заполнять или на на один план три	0
463876	2022 в год мораторий на проверка	505883	больничный начисление предельный при размер	0
497766	декларация и как ндс по прибывать уточнять	477249	где ккт можно не применять	0
497477	бумажный книжка сохранение трудовой	498821	1 2022 за кв срок уплата усна	0
496664	арендовать помещение ремонт	497121	в график еис план публикация срок	0
497427	выдача как книжка оформлять сотрудник трудовой	463876	мораторий на неналоговый плановый проверка	0
479077	в гпд рсв	500310	обеспечительный платеж списание	0
465498	гпх договор м по сзв	465026	быть в должа закупка извещение нмцк план равный	0
501389	малый образец политика предприятие производство усна учетный	476456	заполнение накладная правило транспортный	0
497771	декларация как ндс нулевой по сдавать	497425	в вкладыш как книжка оформлять трудовой	0
498598	взнос занятие компенсация при сотрудник спортивный страховой	502544	больничный инвалид лист расчет	0
506406	2022 больничный в год лист оплата	502336	земля лицо налог продажа с физический	0
497478	книжка копия правило предоставление трудовой	465717	в госконтракт документ и игк от перепродавать по покупать поставщик товар указывать	0
497425	в вкладыш запись заполнение книжка о трудовой	482207	19 4 коап	0
497495	в мобилизация оплата призывать работник рамка частичный	494803	15 на ндфл образец платежок	0
482207	15 18 коап	498720	11 1210 15 18 2021 2022 806 n г мчс мчс ноябрь об обязательный от от официальный приказ разъяснение распоряжение россия россия требование установленный утверждение	0
496996	апелляционный арбитражный в доверенность суд	503982	доход область по расход саратовский ставка усна	0
500310	залог невозвратный обеспечительный платеж учет	494804	15 доход какой ндфл облагаться сумма	0
479077	договор подряд рсв смп	498812	давность задолженность и исковой истекший кредиторский ндс с списание срок	0
499884	амортизация ниокрый срок	491512	единственный закупка извещение о отменять поставщик у	0
497427	в запись итоговый как книжка оформлять трудовой	482207	5 8 коап ст	0
497143	в внесение график закупка и изменение план план срок	458133	декларация косвенный налог по	0
497121	в в внесение график какой конкурс можно план после размещать срок	500816	в знак торговля честный	0
494803	15 как ндфл процент считать	497865	алименты как компенсация отпуск при с увольнение удерживать	0
497986	доход ипать минус на производство расход усна	465506	1 ос форма	0
503982	в доход минус расход ставка усна чувашия	497766	в декларация как корректировочный ндс сведение сдавать	0
453184	осаго при страхование усна	496664	арендовать и имущество ремонт содержание	0
497142	2021 в график еис как на план размещать	497425	бухучет в вкладыш книжка трудовой	0
497861	доход из исполнительный какой лист можно по удерживать	500310	как обеспечительный платеж учитывать	0
497128	график день единственный заключать контракт план после поставщик публикация с сколько через	465717	игк	0
497313	документ кассовый срок хранение	479778	2021 г кассовый книга	0
497107	в вносить гособоронзаказ график ли нужно план	498812	безнадежный дебиторский задолженность и кредиторский списание	0
476442	как накладная составлять транспортный	482207	2 28 коап	0
511400	1 автомобиль легковой лист месяц на путевой	499910	1 ефс заполнять как отчет	0
497142	2020 год график как план размещать	497096	2022 год график капитальный код объект план строительство	0
497861	доход исполнительный какой лист по с удержание	502336	1 4 в в в в вычет доля доля заявлять земельный земельный иметь имущественный каждый какой можно налоговый несколько один период плательщик при продавать продажа размер свих участок участок	0
464123	без заработный максимальный отпуск плата сохранение срок	504540	01 2022 минимум прожиточный с январь	0
465717	игк указывать	499910	1 ефс форма	0
483732	2022 3 4 год за заполнение квартал пример форма фсс	507486	3 владелец для криптовалюта ндфл	0
494805	15 на ндфл оплата платежный поручение	482207	19 7 коап	0
497766	декларация корректировочный ндс по с ф	497425	в вкладыш запись заполнение книжка о трудовой	0
478825	без договор заем между организация процент	494805	15 2022 в ндфл образец платежный поручение	0
497496	какой касаться мобилизация не предприятие сотрудник	467491	должностной регламент	0
464120	без как отпуск оформлять содержание	490333	мобилизованный на сзв тд	0
497104	44 график документ план по прикрепление фз	505069	доход доход минус налог отсутствие при расход усна	0
497101	график закупка план	497986	возмещение доход ипать коммунальный расход усна	0
497986	доход мина предприниматель расход усна	497096	в график менять можно план	0
497986	доход ипать минус на номенклатурный расход усна учет	500554	закон налог о петербург санкт транспортный	0
497478	заверять книжка работать сотрудник трудовой	497143	в внесение график заключать изменение когда коммунальный контракт можно на план после услуга	0
478738	мусор отчет по экология	497121	в внесение график извещение план после размещение срок	0
497139	в график изменение план размещать	486122	без ипать касса квитанция на образец патент	0
494342	буфетный в выставка как на обслуживание отражать расход	497123	акт график заказчик ли локальный нужно план правовой утверждать	0
497143	в внесение график день заключение изменение контракт план после через	497121	график за из коронавирус план размещение срок	0
497478	делать заверение как книжка трудовой	497969	в принимать расход усна	0
463100	и инвалид нс пз фсс	487406	белорус взнос сотрудник страховой	0
495741	2023 в взнос год ипать на фиксировать	479076	заполнение нулевой отчет пример рсв	0
497121	в внесение график и извещение интервал между план размещение	482207	14 25 коап ст	0
495435	договор коллективный ли обязательно оформлять	512461	вместо енп платежный по поручение уведомление	0
497221	2022 взнос ипать оплата срок фиксировать	501762	2022 больничный в оплата январь	0
497124	график какой на план разрабатываться срок	491501	93 в график план размещение статья	0
502312	больничный и лист начисление ндфл период с срок уплата	497769	в восстанавливать декларация как ндс ндс отражать сумма	0
478798	аванс код лицо на операция от счет фактура физический	498227	2020 6 как переоценка проводить фсба	0
497503	в как мобилизация отмечать при сотрудник табель	497096	2020 в вноситься год график изменение как план	0
479778	в записывать кассовый кассовый книга ли обязательно ордер основание	464139	административный компенсация отпуск после при расчет увольнение	0
483033	в как мобилизация отражать по сотрудник табель убытие	502544	больничный инвалид как оплачивать	0
497992	аванс доход если маленький расход усна	496976	2022 декларация ипать по срок усна усна	0
496976	в декларация за какой несвоевременный нужно оплачивать по сдача срок усна штраф	497112	график закупка кто план утверждаться	0
497478	для заверять как книжка трудовой фсс	497427	как книжка оформлять правильно трудовой	0
498599	налогообложение оплата работник фитнес	497142	1 2019 год график как октябрь план с сформировывать	0
503720	в взнос год годовой ипать на на патент размер страхование у	497138	в график изменять как окпд2 план	0
497112	в график закупка информационный ли нужно план предприятие размещать региональный система сфера унитарный через	497769	восстанавливать декларация ндс ндс по пример с	0
497143	01 07 2019 в внесение график изменение план с срок	497537	временный иностранец на на прием проживание работа разрешение с	0
479780	ипать кассовый книга на усна	497121	10 44 в внесение график день ждать закупка нужно план после фз	0
498599	налогообложение услуга фитнес	482698	в выставка документ налоговый участие учет	0
498599	абонемент налог с фитнес	497992	аванс в когда поставщик при принимать расход усна	0
497139	в внесение график закупка изменение обоснование план	501997	2022 год на патент расчет	0
497117	2020 в год график косг план	497101	ведение график и план порядок утверждение формирование	0
497132	автономный график ли нужно нулевой план размещать учреждение	497187	1150129 кит	0
501058	компенсация ндфл по соглашение сторона увольнение	497128	график единственный заключать когда контракт опубликование план после поставщик с	0
495030	бухучет в зачет налог пеня переплата счет	497992	аванс зарплата по при расход усна	0
479076	ли нужно нулевой рсв сдавать	495435	договор заключать коллективный ли обязанный организация	0
497104	4 в график до план ставить цифра	497425	в вкладыш выдача запись книжка при трудовой	0
497136	в график методический нацпроект о план размещение рекомендация	471765	вводный и инструктаж первичный проведение противопожарный совмещение	0
498785	дебиторский задолженность кредиторский на приказ списание	496887	07 14 2022 263 от фз фз	0
497495	21 место мобилизация рабочий с сентябрь сохранение	497143	график извещение план	0
483734	9 декларация единый за месяц по упрощенный усна	497138	в график исправлять как план позиция	0
473277	га имущество ипать на налог ус	477230	54 фз чек	0
466011	2 3 кс кс кто подписывать	497495	если ли место мобилизация по призывать работа работник сохраняться	0
494805	15 кбк ндфл процент с	479778	в кассовый книга отражение сторно	0
497642	о отчет персонифицировать сведение физлицаъ	497860	алименты вклад по процент с	0
497969	15 какой при приниматься расход розничный торговля усна	496664	арендатор арендовать за помещение ремонт счет	0
504622	банк ндс по проводка с услуга	470080	15 контрагент проверка способ	0
471767	1 в весь деятельность для защита или или инструктаж лицо на не объект осуществлять повторный полгода предназначать проводить проживание противопожарный раз редко служебный со трудовой	497101	2020 г график план	0
476553	на о ооо переход уведомление усна	480225	единый кто налоговый открывать счет	0
496372	банкротство в дело доверенность кредитор на от представление	465717	аренда в договор игк ли можно помещение указывать	0
